ID;Collection;Order;Family;Subfamily;Genus;Species;Subspecies;Author;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;xanthomelaena;NULL;K.;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;fuciformis;NULL;Latr.;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;indet.;NULL;NULL;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;maritima;NULL;Fr.;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;thoracica;NULL;Rad;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;rickmersi;NULL;Alfk.;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;alfkeni;NULL;Ducke;
ZMB_Megachilidae_D036.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;uncinata;NULL;Gerst.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;bulgarica;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;canariensis;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;caucasica;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cavigena;NULL;Pér.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cinnabarina;NULL;Pér;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;consanguinea;NULL;Ben.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;crinita;NULL;Alfk.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;crysolepta;NULL;Haes.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;croceiventris;NULL;Rad.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cyanescens;NULL;Mor.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cypriaca;NULL;Mavrom.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cypricola;NULL;Mavrom.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;denticeps;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;diversa;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;dorica;NULL;Fr.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;educata;NULL;Bisch.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;entoprocta;NULL;Pér.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;epeoliformis;NULL;Ducke;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;exenterata;NULL;Pér.;
ZMB_Megachilidae_D039.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;falcata;NULL;Mor.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;albiventris;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;alpina;NULL;Fr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;americana;NULL;Fr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;aprilina;NULL;Ckll.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;aprilina;atrovirens;Sandh.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;argentifrons;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;armata;NULL;Fr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;armaticeps;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;atriventris;a.;NULL;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;atrocyanea;NULL;Ckll.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;azteca;NULL;Cr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;azurea;NULL;Fr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;bakeri;NULL;Sandh.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;basilissa;NULL;Ckll.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;bella;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;birkmanni;NULL;Fr.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;brevis;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;bruneri;NULL;Ckll.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;bucephala;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;cactorum;NULL;Cock.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;californica;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;calla;NULL;Cock.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;canadensis;NULL;Cress.;
ZMB_Megachilidae_D040.02;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Osmia;chalybaea;NULL;Sm.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;disjuncta;NULL;F.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;disjuncta;NULL;Fab;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;disjunctiformis;NULL;Ckll.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;eximia;NULL;Fr.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;faceta;NULL;Bingh.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;felderi;NULL;Rad.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;femorata;NULL;Sm.;
ZMB_Megachilidae_D044.06;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;femorata;NULL;Smith;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fernida;NULL;Sm.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;flavipennis;NULL;de Haan;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;flavofasciata;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;flavohirta;NULL;Friese;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fraterna;NULL;F. Sm.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fraterna;NULL;Smith;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;frontalis;NULL;F.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fruhstorferi;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fulvifrons;NULL;Sm.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fulvoalba;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fulvofasciata;NULL;Rad.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fusciventris;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;gigantea;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;gigas;NULL;Fr.;
ZMB_Megachilidae_D044.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;griseopicta;NULL;Rad.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;subusta;NULL;Ckll.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;sumatrana;NULL;Fr.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;takaoensis;NULL;Ckll.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;tenasserimae;NULL;Fr.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;tenella;NULL;Fr.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;timorensis;NULL;Fr.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;tranguilla;NULL;Ckll.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;tuberculata;NULL;Sm.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;umbripennis;NULL;Sm.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;umbripennis;atriventris;Fr.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;umbripennis;NULL;Sm.;
ZMB_Megachilidae_D045.04;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;velutina;NULL;F. Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;finschi;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;foliata;NULL;Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;forcipata;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fulviceps;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;funeraria;NULL;F.Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;funeraria;chrysoptera;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fuska;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;fuscipennis;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;gibbosa;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;glaberrima;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;godeffroyi;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;henrici;NULL;Cckll.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;hertlei;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;insularis;NULL;Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;khasiae;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;kuehui;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;laboriosa;NULL;F.Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;laihesis;NULL;Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;laihesis;ventricosa;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;laticornis;NULL;Fr.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;latipes;NULL;Sm.;
ZMB_Megachilidae_D049.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;lativentris;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;leucopyga;NULL;F.Sm.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;leucotarsis;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;lithurgoides;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;longicornis;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;lorentzi;NULL;Friese;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;lucidiventris;NULL;Sm.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;luteiceps;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mackarensis;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;macularis;NULL;D.T.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;marginella;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;marsupoda;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;martes;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mastrucata;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;matilda;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;melanoventris;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;minutula;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mortyana;NULL;D.T.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mucoriventris;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mystacea;NULL;F.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;mystacea;nitidiuscutata;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;nasuta arguitipes;NULL;Ckll.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;nivulator;NULL;Sm.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;novaguineensis;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;oblonga;NULL;F. Sm.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;patellata;NULL;Fr.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;phenacopyga;NULL;Ckll.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;pictiventris;NULL;Sm.;
ZMB_Megachilidae_D049.08;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Megachile;pilitarsis;NULL;Fr.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;luteiventre;NULL;Fr.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;undulatum;NULL;Drs.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;undulatum;holozonicum;Mavrom.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;undulatum wahrmani;NULL;Mavrom.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;mora[vihi];NULL;D.T.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;eximium;NULL;Giraud;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;enslini;NULL;Alfk.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;eversmanni;NULL;Rad.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;posticum;NULL;Kl.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;xanthopygum;NULL;Kr.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;cimbiciforme;NULL;Sm.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;decoloratum;NULL;Alfk.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;numidum;NULL;Lep.;
ZMB_Megachilidae_D032.07;Hymenoptera - Megachilidae (Mörtel- und Blattschneiderbienen);Hymenoptera;Megachilidae;NULL;Anthidium;grohmanni;NULL;Spin.;
ZMB_Andrenidae_D524_02;Hymenoptera - Andrenidae;Hymenoptera;Andrenidae;NULL;Epimathea;africana;NULL;Schmiede;
ZMB_Andrenidae_D524_02;Hymenoptera - Andrenidae;Hymenoptera;Andrenidae;NULL;Epimathea;samarcanda;NULL;Mor.;
ZMB_Andrenidae_D524_02;Hymenoptera - Andrenidae;Hymenoptera;Andrenidae;NULL;Pseudopanurgus;aethiops;NULL;Cr.;
ZMB_Andrenidae_D524_02;Hymenoptera - Andrenidae;Hymenoptera;Andrenidae;NULL;Pseudopanurgus;costaricensis;NULL;Fr.;
ZMB_Andrenidae_D524_02;Hymenoptera - Andrenidae;Hymenoptera;Andrenidae;NULL;Pseudopanurgus;rhodoceratus;NULL;Ckll.;
